Publication ID,Journal,Authors,Title,Abstract,Genes,Drugs,Diseases
32046060,Cells,"['Vicencio E', 'Beltrán S', 'Labrador L', 'Manque P', 'Nassif M', 'Woehlbier U']",Implications of Selective Autophagy Dysfunction for ALS Pathology.,"Amyotrophic lateral sclerosis (ALS) is a lethal neurodegenerative disorder that progressively affects motor neurons in the brain and spinal cord. Due to the biological complexity of the disease, its etiology remains unknown. Several cellular mechanisms involved in the neurodegenerative process in ALS have been found, including the loss of RNA and protein homeostasis, as well as mitochondrial dysfunction. Insoluble protein aggregates, damaged mitochondria, and stress granules, which contain RNA and protein components, are recognized and degraded by the autophagy machinery in a process known as selective autophagy. Autophagy is a highly dynamic process whose dysregulation has now been associated with neurodegenerative diseases, including ALS, by numerous studies. In ALS, the autophagy process has been found deregulated in both familial and sporadic cases of the disease. Likewise, mutations in genes coding for proteins involved in the autophagy machinery have been reported in ALS patients, including selective autophagy receptors. In this review, we focus on the role of selective autophagy in ALS pathology.",[],[],"['ALS', 'Amyotrophic lateral sclerosis', 'ALS', 'neurodegenerative disorder', 'ALS', 'mitochondrial dysfunction', 'neurodegenerative diseases', 'ALS', 'ALS', 'ALS', 'ALS']"
32854418,Int J Mol Sci,"['Ghemrawi R', 'Khair M']",Endoplasmic Reticulum Stress and Unfolded Protein Response in Neurodegenerative Diseases.,"The endoplasmic reticulum (ER) is an important organelle involved in protein quality control and cellular homeostasis. The accumulation of unfolded proteins leads to an ER stress, followed by an adaptive response via the activation of the unfolded protein response (UPR), PKR-like ER kinase (PERK), inositol-requiring transmembrane kinase/endoribonuclease 1alpha (IRE1alpha) and activating transcription factor 6 (ATF6) pathways. However, prolonged cell stress activates apoptosis signaling leading to cell death. Neuronal cells are particularly sensitive to protein misfolding, consequently ER and UPR dysfunctions were found to be involved in many neurodegenerative diseases including Alzheimer's disease, Parkinson's disease, amyotrophic lateral sclerosis and prions diseases, among others characterized by the accumulation and aggregation of misfolded proteins. Pharmacological UPR modulation in affected tissues may contribute to the treatment and prevention of neurodegeneration. The association between ER stress, UPR and neuropathology is well established. In this review, we provide up-to-date evidence of UPR activation in neurodegenerative disorders followed by therapeutic strategies targeting the UPR and ameliorating the toxic effects of protein unfolding and aggregation.","['PKR-like ER kinase', 'PERK', 'IRE1alpha', 'activating transcription factor 6', 'ATF6']",[],"['Neurodegenerative Diseases', 'neurodegenerative diseases', ""Alzheimer's disease"", ""Parkinson's disease"", 'amyotrophic lateral sclerosis', 'prions diseases', 'neurodegeneration', 'neurodegenerative disorders']"
35563107,Int J Mol Sci,"['Nguyen TPN', 'Kumar M', 'Fedele E', 'Bonanno G', 'Bonifacino T']","MicroRNA Alteration, Application as Biomarkers, and Therapeutic Approaches in Neurodegenerative Diseases.","MicroRNAs (miRNAs) are essential post-transcriptional gene regulators involved in various neuronal and non-neuronal cell functions and play a key role in pathological conditions. Numerous studies have demonstrated that miRNAs are dysregulated in major neurodegenerative diseases, such as Alzheimer's disease, Parkinson's disease, multiple sclerosis, amyotrophic lateral sclerosis, or Huntington's disease. Hence, in the present work, we constructed a comprehensive overview of individual microRNA alterations in various models of the above neurodegenerative diseases. We also provided evidence of miRNAs as promising biomarkers for prognostic and diagnostic approaches. In addition, we summarized data from the literature about miRNA-based therapeutic applications via inhibiting or promoting miRNA expression. We finally identified the overlapping miRNA signature across the diseases, including miR-128, miR-140-5p, miR-206, miR-326, and miR-155, associated with multiple etiological cellular mechanisms. However, it remains to be established whether and to what extent miRNA-based therapies could be safely exploited in the future as effective symptomatic or disease-modifying approaches in the different human neurodegenerative disorders.","['miR-206', 'miR-326', 'miR-155']",[],"['Neurodegenerative Diseases', 'neurodegenerative diseases', ""Alzheimer's disease"", ""Parkinson's disease"", 'multiple sclerosis', 'amyotrophic lateral sclerosis', ""Huntington's disease"", 'neurodegenerative diseases', 'neurodegenerative disorders']"
32184709,Front Cell Neurosci,"['Luo S', 'Ma C', 'Zhu MQ', 'Ju WN', 'Yang Y', 'Wang X']",Application of Iron Oxide Nanoparticles in the Diagnosis and Treatment of Neurodegenerative Diseases With Emphasis on Alzheimer's Disease.,"Neurodegenerative diseases are characterized by chronic progressive degeneration of the structure and function of the nervous system, which brings an enormous burden on patients, their families, and society. It is difficult to make early diagnosis, resulting from the insidious onset and progressive development of neurodegenerative diseases. The drugs on the market cannot cross the blood-brain barrier (BBB) effectively, which leads to unfavorable prognosis and less effective treatments. Therefore, there is an urgent demand to develop a novel detection method and therapeutic strategies. Recently, nanomedicine has aroused considerable attention for diagnosis and therapy of central nervous system (CNS) diseases. Nanoparticles integrate targeting, imaging, and therapy in one system and facilitate the entry of drug molecules across the blood-brain barrier, offering new hope to patients. In this review, we summarize the application of iron oxide nanoparticles (IONPs) in the diagnosis and treatment of neurodegenerative disease, including Alzheimer's disease (AD), Parkinson's disease (PD), and amyotrophic lateral sclerosis (ALS). We focus on IONPs as magnetic resonance imaging (MRI) contrast agents (CAs) and drug carriers in AD. What most neurodegenerative diseases have in common is that hall marker lesions are represented by protein aggregates (Soto and Pritzkow, 2018). These diseases are of unknown etiology and unfavorable prognosis, and the treatments toward them are less effective (Soto and Pritzkow, 2018). Such diseases usually develop in aged people, and early clinical manifestations are atypical, resulting in difficulty in early diagnosis. Recently, nanomedicine has aroused considerable attention for therapy and diagnosis of CNS diseases because it integrates targeting, imaging, and therapy in one system (Gupta et al., 2019). In this review article, we first introduce the neurodegenerative diseases and commonly used MRI CAs. Then we review the application of IONPs in the diagnosis and treatment of neurodegenerative diseases with the purpose of assisting early theranostics (therapy and diagnosis).",[],[],"['Neurodegenerative Diseases', ""Alzheimer's Disease"", 'Neurodegenerative diseases', 'neurodegenerative diseases', 'central nervous system (CNS) diseases', 'neurodegenerative disease', ""Alzheimer's disease"", 'AD', ""Parkinson's disease"", 'PD', 'amyotrophic lateral sclerosis', 'ALS', 'AD', 'neurodegenerative diseases', 'CNS diseases', 'neurodegenerative diseases', 'neurodegenerative diseases']"
37641443,Ann Clin Transl Neurol,"['Maragakis NJ', 'de Carvalho M', 'Weiss MD']",Therapeutic targeting of ALS pathways: Refocusing an incomplete picture.,"Numerous potential amyotrophic lateral sclerosis (ALS)-relevant pathways have been hypothesized and studied preclinically, with subsequent translation to clinical trial. However, few successes have been observed with only modest effects. Along with an improved but incomplete understanding of ALS as a neurodegenerative disease is the evolution of more sophisticated and diverse in vitro and in vivo preclinical modeling platforms, as well as clinical trial designs. We highlight proposed pathological pathways that have been major therapeutic targets for investigational compounds. It is likely that the failures of so many of these therapeutic compounds may not have occurred because of lack of efficacy but rather because of a lack of preclinical modeling that would help define an appropriate disease pathway, as well as a failure to establish target engagement. These challenges are compounded by shortcomings in clinical trial design, including lack of biomarkers that could predict clinical success and studies that are underpowered. Although research investments have provided abundant insights into new ALS-relevant pathways, most have not yet been developed more fully to result in clinical study. In this review, we detail some of the important, well-established pathways, the therapeutics targeting them, and the subsequent clinical design. With an understanding of some of the shortcomings in translational efforts over the last three decades of ALS investigation, we propose that scientists and clinicians may choose to revisit some of these therapeutic pathways reviewed here with an eye toward improving preclinical modeling, biomarker development, and the investment in more sophisticated clinical trial designs.",[],[],"['ALS', 'amyotrophic lateral sclerosis', 'ALS', 'ALS', 'neurodegenerative disease', 'ALS', 'ALS']"
30713762,Acta Naturae,"['Skvortsova VI', 'Bachurin SO', 'Ustyugov AA', 'Kukharsky MS', 'Deikin AV', 'Buchman VL', 'Ninkina NN']",Gamma-Carbolines Derivatives As Promising Agents for the Development of Pathogenic Therapy for Proteinopathy.,"Uncontrolled protein aggregation, accompanied by the formation of specific inclusions, is a major component of the pathogenesis of many common neurodegenerative diseases known as proteinopathies. The intermediate products of this aggregation are toxic to neurons and may be lethal. The development strategy of pathogenic therapy for proteinopathy is based on the design of drugs capable of both inhibiting proteinopathy progression and increasing the survival of affected neurons. The results of a decade-long research effort at leading Russian and international laboratories have demonstrated that Dimebon (Latrepirdine), as well as a number of its derivatives from a gamma-carboline group, show a strong neuroprotective effect and can modulate the course of a neurodegenerative process in both in vitro and in vivo model systems. The accumulated data indicate that gamma-carbolines are promising compounds for the development of pathogenic therapy for proteinopathies.",[],"['Gamma-Carbolines Derivatives', 'Dimebon', 'Latrepirdine', 'gamma-carboline', 'gamma-carbolines']","['Proteinopathy', 'neurodegenerative diseases', 'proteinopathies', 'proteinopathy', 'proteinopathy', 'neurodegenerative process', 'proteinopathies']"
32833122,Cell Mol Neurobiol,"['Sun L', 'Wei H']",Ryanodine Receptors: A Potential Treatment Target in Various Neurodegenerative Disease.,"Progressive neuronal demise is a key contributor to the key pathogenic event implicated in many different neurodegenerative disorders (NDDs). There are several therapeutic strategies available; however, none of them are particularly effective. Targeted neuroprotective therapy is one such therapy, which seems a compelling option, yet remains challenging due to the internal heterogeneity of the mechanisms underlying various NDDs. An alternative method to treat NDDs is to exploit common modalities involving molecularly distinct subtypes and thus develop specialized drugs with broad-spectrum characteristics. There is mounting evidence which supports for the theory that dysfunctional ryanodine receptors (RyRs) disrupt intracellular Ca2+ homeostasis, contributing to NDDs significantly. This review aims to provide direct and indirect evidence on the intersection of NDDs and RyRs malfunction, and to shed light on novel strategies to treat RyRs-mediated disease, modifying pharmacological therapies such as the potential therapeutic role of dantrolene, a RyRs antagonist.",[],"['Ca2+', 'dantrolene']","['Neurodegenerative Disease', 'neuronal demise', 'neurodegenerative disorders', 'NDDs', 'NDDs', 'NDDs', 'NDDs', 'NDDs']"
29063348,J Neural Transm (Vienna),"['Baufeld C', ""O'Loughlin E"", 'Calcagno N', 'Madore C', 'Butovsky O']",Differential contribution of microglia and monocytes in neurodegenerative diseases.,"Neuroinflammation is a hallmark of neurodegenerative diseases including Alzheimer's disease (AD), Parkinson's disease (PD), and amyotrophic lateral sclerosis (ALS). Microglia, the innate immune cells of the CNS, are the first to react to pathological insults. However, multiple studies have also demonstrated an involvement of peripheral monocytes in several neurodegenerative diseases. Due to the different origins of these two cell types, it is important to distinguish their role and function in the development and progression of these diseases. In this review, we will summarize and discuss the current knowledge of the differential contributions of microglia and monocytes in the common neurodegenerative diseases AD, PD, and ALS, as well as multiple sclerosis, which is now regarded as a combination of inflammatory processes and neurodegeneration. Until recently, it has been challenging to differentiate microglia from monocytes, as there were no specific markers. Therefore, the recent identification of specific molecular signatures of both cell types will help to advance our understanding of their differential contribution in neurodegenerative diseases.",[],[],"['neurodegenerative diseases', 'Neuroinflammation', 'neurodegenerative diseases', ""Alzheimer's disease"", 'AD', ""Parkinson's disease"", 'PD', 'amyotrophic lateral sclerosis', 'ALS', 'neurodegenerative diseases', 'neurodegenerative diseases', 'AD', 'PD', 'ALS', 'multiple sclerosis', 'inflammatory', 'neurodegeneration', 'neurodegenerative diseases']"
34202494,Antioxidants (Basel),"['Yang X', 'Ji Y', 'Wang W', 'Zhang L', 'Chen Z', 'Yu M', 'Shen Y', 'Ding F', 'Gu X', 'Sun H']","Amyotrophic Lateral Sclerosis: Molecular Mechanisms, Biomarkers, and Therapeutic Strategies.","Amyotrophic lateral sclerosis (ALS) is a neurodegenerative disease with the progressive loss of motor neurons, leading to a fatal paralysis. According to whether there is a family history of ALS, ALS can be roughly divided into two types: familial and sporadic. Despite decades of research, the pathogenesis of ALS is still unelucidated. To this end, we review the recent progress of ALS pathogenesis, biomarkers, and treatment strategies, mainly discuss the roles of immune disorders, redox imbalance, autophagy dysfunction, and disordered iron homeostasis in the pathogenesis of ALS, and introduce the effects of RNA binding proteins, ALS-related genes, and non-coding RNA as biomarkers on ALS. In addition, we also mention other ALS biomarkers such as serum uric acid (UA), cardiolipin (CL), chitotriosidase (CHIT1), and neurofilament light chain (NFL). Finally, we discuss the drug therapy, gene therapy, immunotherapy, and stem cell-exosomal therapy for ALS, attempting to find new therapeutic targets and strategies. A challenge is to study the various mechanisms of ALS as a syndrome. Biomarkers that have been widely explored are indispensable for the diagnosis, treatment, and prevention of ALS. Moreover, the development of new genes and targets is an urgent task in this field.","['CHIT1', 'neurofilament light chain', 'NFL']","['iron', 'uric acid', 'UA']","['Amyotrophic Lateral Sclerosis', 'Amyotrophic lateral sclerosis', 'ALS', 'neurodegenerative disease', 'paralysis', 'ALS', 'ALS', 'ALS', 'ALS', 'immune disorders', 'ALS', 'ALS', 'ALS', 'ALS', 'ALS', 'ALS', 'ALS']"
30190701,Front Neurol,"['Strafella C', 'Caputo V', 'Galota MR', 'Zampatti S', 'Marella G', 'Mauriello S', 'Cascella R', 'Giardina E']",Application of Precision Medicine in Neurodegenerative Diseases.,"One of the main challenges for healthcare systems is the increasing prevalence of neurodegenerative pathologies together with the rapidly aging populations. The enormous progresses made in the field of biomedical research and informatics have been crucial for improving the knowledge of how genes, epigenetic modifications, aging, nutrition, drugs and microbiome impact health and disease. In fact, the availability of high technology and computational facilities for large-scale analysis enabled a deeper investigation of neurodegenerative disorders, providing a more comprehensive overview of disease and encouraging the development of a precision medicine approach for these pathologies. On this subject, the creation of collaborative networks among medical centers, research institutes and highly qualified specialists can be decisive for moving the precision medicine from the bench to the bedside. To this purpose, the present review has been thought to discuss the main components which may be part of precise and personalized treatment programs applied to neurodegenerative disorders. Parkinson Disease will be taken as an example to understand how precision medicine approach can be clinically useful and provide substantial benefit to patients. In this perspective, the realization of web-based networks can be decisive for the implementation of precision medicine strategies across different specialized centers as well as for supporting clinical/therapeutical decisions and promoting a more preventive and participative medicine for neurodegenerative disorders. These collaborative networks are essentially addressed to find innovative, sustainable and effective strategies able to provide optimal and safer therapies, discriminate at risk individuals, identify patients at preclinical or early stage of disease, set-up individualized and preventative strategies for improving prognosis and patient's quality of life.",[],[],"['Neurodegenerative Diseases', 'neurodegenerative pathologies', 'neurodegenerative disorders', 'neurodegenerative disorders', 'Parkinson Disease', 'neurodegenerative disorders']"
36787643,J Med Chem,"['Fontana IC', 'Souza DG', 'Souza DO', 'Gee A', 'Zimmer ER', 'Bongarzone S']",A Medicinal Chemistry Perspective on Excitatory Amino Acid Transporter 2 Dysfunction in Neurodegenerative Diseases.,"The excitatory amino acid transporter 2 (EAAT2) plays a key role in the clearance and recycling of glutamate - the major excitatory neurotransmitter in the mammalian brain. EAAT2 loss/dysfunction triggers a cascade of neurodegenerative events, comprising glutamatergic excitotoxicity and neuronal death. Nevertheless, our current knowledge regarding EAAT2 in neurodegenerative diseases, such as amyotrophic lateral sclerosis (ALS) and Alzheimer's disease (AD), is restricted to post-mortem analysis of brain tissue and experimental models. Thus, detecting EAAT2 in the living human brain might be crucial to improve diagnosis/therapy for ALS and AD. This perspective article describes the role of EAAT2 in physio/pathological processes and provides a structure-activity relationship of EAAT2-binders, bringing two perspectives: therapy (activators) and diagnosis (molecular imaging tools).","['excitatory amino acid transporter 2', 'EAAT2', 'EAAT2', 'EAAT2', 'EAAT2', 'EAAT2', 'EAAT2']",['glutamate'],"['Neurodegenerative Diseases', 'excitotoxicity', 'neuronal death', 'neurodegenerative diseases', 'amyotrophic lateral sclerosis', 'ALS', ""Alzheimer's disease"", 'AD', 'ALS', 'AD']"
30131665,Front Neurosci,"['Sirabella R', 'Valsecchi V', 'Anzilotti S', 'Cuomo O', 'Vinciguerra A', 'Cepparulo P', 'Brancaccio P', 'Guida N', 'Blondeau N', 'Canzoniero LMT', 'Franco C', 'Amoroso S', 'Annunziato L', 'Pignataro G']",Ionic Homeostasis Maintenance in ALS: Focus on New Therapeutic Targets.,"Amyotrophic lateral sclerosis (ALS) is one of the most threatening neurodegenerative disease since it causes muscular paralysis for the loss of Motor Neurons in the spinal cord, brainstem and motor cortex. Up until now, no effective pharmacological treatment is available. Two forms of ALS have been described so far: 90% of the cases presents the sporadic form (sALS) whereas the remaining 10% of the cases displays the familiar form (fALS). Approximately 20% of fALS is associated with inherited mutations in the Cu, Zn-superoxide dismutase 1 (SOD1) gene. In the last decade, ionic homeostasis dysregulation has been proposed as the main trigger of the pathological cascade that brings to motor-neurons loss. In the light of these premises, the present review will analyze the involvement in ALS pathophysiology of the most well studied metal ions, i.e., calcium, sodium, iron, copper and zinc, with particular focus to the role of ionic channels and transporters able to contribute in the regulation of ionic homeostasis, in order to propose new putative molecular targets for future therapeutic strategies to ameliorate the progression of this devastating neurodegenerative disease.",['SOD1'],"['calcium', 'sodium', 'iron', 'copper']","['ALS', 'Amyotrophic lateral sclerosis', 'ALS', 'neurodegenerative disease', 'muscular paralysis', 'ALS', 'sALS', 'fALS', 'fALS', 'ALS', 'neurodegenerative disease']"
34568332,Front Cell Dev Biol,"['Chen QY', 'Wen T', 'Wu P', 'Jia R', 'Zhang R', 'Dang J']",Exosomal Proteins and miRNAs as Mediators of Amyotrophic Lateral Sclerosis.,"Recent advances in the neurobiology and neurogenerative diseases have attracted growing interest in exosomes and their ability to carry and propagate active biomolecules as a means to reprogram recipient cells. Alterations in exosomal protein content and nucleic acid profiles found in human biological fluids have been correlated with various diseases including amyotrophic lateral sclerosis (ALS). In ALS pathogenesis, these lipid-bound nanoscale vesicles have emerged as valuable candidates for diagnostic biomarkers. Moreover, their capacity to spread misfolded proteins and functional non-coding RNAs to interconnected neuronal cells make them putative mediators for the progressive motor degeneration found remarkably apparent in ALS. This review outlines current knowledge concerning the biogenesis, heterogeneity, and function of exosomes in the brain as well as a comprehensive probe of currently available literature on ALS-related exosomal proteins and microRNAs. Lastly, with the rapid development of employing nanoparticles for drug delivery, we explore the therapeutic potentials of exosomes as well as underlying limitations in current isolation and detection methodologies.",[],['lipid'],"['Amyotrophic Lateral Sclerosis', 'neurogenerative diseases', 'amyotrophic lateral sclerosis', 'ALS', 'ALS', 'motor degeneration', 'ALS', 'ALS']"
36144268,Metabolites,"['Lanznaster D', 'Dingeo G', 'Samey RA', 'Emond P', 'Blasco H']",Metabolomics as a Crucial Tool to Develop New Therapeutic Strategies for Neurodegenerative Diseases.,"Neurodegenerative diseases (NDs), such as Alzheimer's (AD), Parkinson's (PD), and amyotrophic lateral sclerosis (ALS), share common pathological mechanisms, including metabolism alterations. However, their specific neuronal cell types affected and molecular biomarkers suggest that there are both common and specific alterations regarding metabolite levels. In this review, we were interested in identifying metabolite alterations that have been reported in preclinical models of NDs and that have also been documented as altered in NDs patients. Such alterations could represent interesting targets for the development of targeted therapy. Importantly, the translation of such findings from preclinical to clinical studies is primordial for the study of possible therapeutic agents. We found that N-acetyl-aspartate (NAA), myo-inositol, and glutamate are commonly altered in the three NDs investigated here. We also found other metabolites commonly altered in both AD and PD. In this review, we discuss the studies reporting such alterations and the possible pathological mechanism underlying them. Finally, we discuss clinical trials that have attempted to develop treatments targeting such alterations. We conclude that the treatment combination of both common and differential alterations would increase the chances of patients having access to efficient treatments for each ND.",[],"['N-acetyl-aspartate', 'NAA', 'myo-inositol', 'glutamate']","['Neurodegenerative Diseases', 'Neurodegenerative diseases', 'NDs', ""Alzheimer's"", 'AD', ""Parkinson's"", 'PD', 'amyotrophic lateral sclerosis', 'ALS', 'NDs', 'NDs', 'NDs', 'AD', 'PD', 'ND']"
36176437,Front Pharmacol,"['Chen W', 'Wang J', 'Yang H', 'Sun Y', 'Chen B', 'Liu Y', 'Han Y', 'Shan M', 'Zhan J']",Interleukin 22 and its association with neurodegenerative disease activity.,"It is worth noting that neuroinflammation is well recognized as a symptom of neurodegenerative diseases (NDs). The regulation of neuroinflammation becomes an attractive focus for innovative ND treatment technologies. There is evidence that IL-22 is associated with the development and progression of a wide assortment of NDs. For example, IL-22 can activate glial cells, causing them to generate pro-inflammatory cytokines and encourage lymphocyte infiltration in the brain. IL-22 mRNA is highly expressed in Alzheimer's disease (AD) patients, and a high expression of IL-22 has also been detected in the brains of patients with other NDs. We examine the role of IL-22 in the development and treatment of NDs in this review, and we believe that IL-22 has therapeutic potential in these diseases.","['Interleukin 22', 'IL-22', 'IL-22', 'IL-22', 'IL-22', 'IL-22', 'IL-22']",[],"['neurodegenerative disease', 'neuroinflammation', 'neurodegenerative diseases', 'NDs', 'neuroinflammation', 'ND', 'NDs', 'inflammatory', ""Alzheimer's disease"", 'AD', 'NDs', 'NDs']"
33390907,Front Cell Neurosci,"['Giovedì S', 'Ravanelli MM', 'Parisi B', 'Bettegazzi B', 'Guarnieri FC']",Dysfunctional Autophagy and Endolysosomal System in Neurodegenerative Diseases: Relevance and Therapeutic Options.,"Autophagy and endolysosomal trafficking are crucial in neuronal development, function and survival. These processes ensure efficient removal of misfolded aggregation-prone proteins and damaged organelles, such as dysfunctional mitochondria, thus allowing the maintenance of proper cellular homeostasis. Beside this, emerging evidence has pointed to their involvement in the regulation of the synaptic proteome needed to guarantee an efficient neurotransmitter release and synaptic plasticity. Along this line, an intimate interplay between the molecular machinery regulating synaptic vesicle endocytosis and synaptic autophagy is emerging, suggesting that synaptic quality control mechanisms need to be tightly coupled to neurosecretion to secure release accuracy. Defects in autophagy and endolysosomal pathway have been associated with neuronal dysfunction and extensively reported in Alzheimer's, Parkinson's, Huntington's and amyotrophic lateral sclerosis among other neurodegenerative diseases, with common features and emerging genetic bases. In this review, we focus on the multiple roles of autophagy and endolysosomal system in neuronal homeostasis and highlight how their defects probably contribute to synaptic default and neurodegeneration in the above-mentioned diseases, discussing the most recent options explored for therapeutic interventions.",[],[],"['Neurodegenerative Diseases', 'neuronal dysfunction', ""Alzheimer's"", ""Parkinson's"", ""Huntington's"", 'amyotrophic lateral sclerosis', 'neurodegenerative diseases', 'neurodegeneration']"
31692944,Int J Med Sci,"['Tabassum R', 'Jeong NY']",Potential for therapeutic use of hydrogen sulfide in oxidative stress-induced neurodegenerative diseases.,"Oxidative phosphorylation is a source of energy production by which many cells satisfy their energy requirements. Endogenous reactive oxygen species (ROS) are by-products of oxidative phosphorylation. ROS are formed due to the inefficiency of oxidative phosphorylation, and lead to oxidative stress that affects mitochondrial metabolism. Chronic oxidative stress contributes to the onset of neurodegenerative diseases, such as Alzheimer's disease (AD), Parkinson's disease (PD), Huntington's disease (HD), and amyotrophic lateral sclerosis (ALS). The immediate consequences of oxidative stress include lipid peroxidation, protein oxidation, and mitochondrial deoxyribonucleic acid (mtDNA) mutation, which induce neuronal cell death. Mitochondrial binding of amyloid-beta (Abeta) protein has been identified as a contributing factor in AD. In PD and HD, respectively, alpha-synuclein (alpha-syn) and huntingtin (Htt) gene mutations have been reported to exacerbate the effects of oxidative stress. Similarly, abnormalities in mitochondrial dynamics and the respiratory chain occur in ALS due to dysregulation of mitochondrial complexes II and IV. However, oxidative stress-induced dysfunctions in neurodegenerative diseases can be mitigated by the antioxidant function of hydrogen sulfide (H2S), which also acts through the potassium (KATP/K+) ion channel and calcium (Ca2+) ion channels to increase glutathione (GSH) levels. The pharmacological activity of H2S is exerted by both inorganic and organic compounds. GSH, glutathione peroxidase (Gpx), and superoxide dismutase (SOD) neutralize H2O2-induced oxidative damage in mitochondria. The main purpose of this review is to discuss specific causes and effects of mitochondrial oxidative stress in neurodegenerative diseases, and how these are impacted by the antioxidant functions of H2S to support the development of advancements in neurodegenerative disease treatment.","['amyloid-beta (', 'alpha-synuclein', 'alpha-syn', 'huntingtin', 'Htt', 'superoxide dismutase', 'SOD']","['hydrogen sulfide', 'reactive oxygen species', 'ROS', 'ROS', 'lipid', 'hydrogen sulfide', 'H2S', 'glutathione', 'GSH', 'H2S', 'GSH', 'H2O2', 'H2S']","['neurodegenerative diseases', 'neurodegenerative diseases', ""Alzheimer's disease"", 'AD', ""Parkinson's disease"", 'PD', ""Huntington's disease"", 'HD', 'amyotrophic lateral sclerosis', 'ALS', 'neuronal cell death', 'AD', 'PD', 'HD', 'ALS', 'mitochondrial complexes II and IV', 'neurodegenerative diseases', 'neurodegenerative diseases', 'neurodegenerative disease']"
37759540,Cells,"['Sanghai N', 'Tranmer GK']",Biochemical and Molecular Pathways in Neurodegenerative Diseases: An Integrated View.,"Neurodegenerative diseases (NDDs) like Alzheimer's disease (AD), Parkinson's disease (PD), and amyotrophic lateral sclerosis (ALS) are defined by a myriad of complex aetiologies. Understanding the common biochemical molecular pathologies among NDDs gives an opportunity to decipher the overlapping and numerous cross-talk mechanisms of neurodegeneration. Numerous interrelated pathways lead to the progression of neurodegeneration. We present evidence from the past pieces of literature for the most usual global convergent hallmarks like ageing, oxidative stress, excitotoxicity-induced calcium butterfly effect, defective proteostasis including chaperones, autophagy, mitophagy, and proteosome networks, and neuroinflammation. Herein, we applied a holistic approach to identify and represent the shared mechanism across NDDs. Further, we believe that this approach could be helpful in identifying key modulators across NDDs, with a particular focus on AD, PD, and ALS. Moreover, these concepts could be applied to the development and diagnosis of novel strategies for diverse NDDs.",[],[],"['Neurodegenerative Diseases', 'Neurodegenerative diseases', 'NDDs', ""Alzheimer's disease"", 'AD', ""Parkinson's disease"", 'PD', 'amyotrophic lateral sclerosis', 'ALS', 'NDDs', 'neurodegeneration', 'neurodegeneration', 'excitotoxicity', 'calcium butterfly effect', 'neuroinflammation', 'NDDs', 'NDDs', 'AD', 'PD', 'ALS', 'NDDs']"
31866784,Yale J Biol Med,['Subramaniam S'],Selective Neuronal Death in Neurodegenerative Diseases: The Ongoing Mystery.,"A major unresolved problem in neurodegenerative disease is why and how a specific set of neurons in the brain are highly vulnerable to neuronal death. Multiple pathways and mechanisms have been proposed to play a role in Alzheimer disease (AD), Parkinson disease (PD), amyotrophic lateral sclerosis (ALS), and Huntington disease (HD), yet how they contribute to neuronal vulnerability remains far from clear. In this review, various mechanisms ascribed in AD, PD, ALS, and HD will be briefly summarized. Particular focus will be placed on Rhes-mediated intercellular transport of the HD protein and its role in mitophagy, in which I will discuss some intriguing observations that I apply to model striatal vulnerability in HD. I may have unintentionally missed referring some studies in this review, and I extend my apologies to the authors in those circumstances.",['Rhes'],[],"['Neuronal Death', 'Neurodegenerative Diseases', 'neurodegenerative disease', 'neuronal death', 'Alzheimer disease', 'AD', 'Parkinson disease', 'PD', 'amyotrophic lateral sclerosis', 'ALS', 'Huntington disease', 'HD', 'AD', 'PD', 'ALS', 'HD', 'HD', 'HD']"
